Adresa,lat,lon
"Veselá 42, 58301 Sedletín-Veselá",49.7093685,15.5479348
"Teplého 1375, 53002 PARDUBICE",50.0271592,15.7705699
"Náměstí 14.října 1307/2, 15000 PRAHA 5 - MOTOL",50.0684093,14.3856353
"Čeperka 306 – Areál Vesna, 53215 Pardubice",50.1205033,15.7900379
"Čechova 248, 58401 Ledeč nad Sázavou",49.6966113,15.2779684
"Piletická 498, 50341 Hradec Králové",50.2364866,15.848795
"Pod Černým mostem 482, 51301 Semily",50.6073476,15.3249124
"71, 38101 Kájov",48.8076783,14.3126811
"U Rustonky 714/1, 186 00 PRAHA 8",50.1002892,14.4673045
"Načešice č.p.127, 53803 HEŘMANŮV MĚSTEC",49.9338762,15.6580216
"Pod sídlištěm 293, 63600 Brno",49.1898739,16.6525408
"CHOTUSICE 287, 28576 CHOTUSICE",49.9508825,15.3967725
"Štěpánovsko 101, 51721 Týniště nad Orlicí",50.1500597,16.0582472
"Štrampouch 96, 28601 ČÁSLAV",49.8887541,15.3852095
"Královehradecká 1052, 56201 Ústí nad Orlicí",49.9795184,16.3945483
"Lublaňská 267, 12000 Praha",50.0716818,14.4323239
"Vrážská 1562/24, 15300 Praha",49.989634,14.3699247
"1.Máje 285, 53843 TŘEMOŠNICE",49.8759581,15.5734266
"Zelená alej 10452/16, 940 02 Nové Zámky",47.9933415,18.1610338
"Viničná  2, 940 02 Nové Zámky",47.9842055,18.1811242
"Tešedíkovo 87, 92582 Tešedíkovo",48.7126396,16.8685178
"Tešedíkovo 87, 925 82 Tešedíkovo",,
"Kollárova 1229, 69801 Veselí nad Moravou",48.9458964,17.3866526
"Rokycanská 204, 33842 Hrádek u Rokycan",49.7137525,13.6473551
"tř. T. Bati 258, 763 02 Zlín",,
"Leštinská 978/34, 78901 Zábřeh na Moravě",49.8751513,16.8953099
"Očadlíkova 1350, 76901 Holešov",49.3281364,17.5833874
"SVATY MIKULAS 140, 28401 KUTNA HORA",49.9859603,15.3501889
"Platensko 8, 53002 Moravany",50.0034875,15.9509199
"Pelzova 4, 25301 Hostivice",50.0808925,14.25843
"Kunětická 149, 53009 Pardubice",50.0542834,15.7716183
"415, 56102 Dolní Dobrouč",45.8444285,11.0080561
"Pohraniční stráže 81, 35301 Velká Hleďsebe",49.9619957,12.6715514
"145, 28542 Červené Janovice",49.8346103,15.2533327
"Nové Veselí 281, 59214 NOVÉ VESELÍ",49.5198362,15.9095932
"18, 53345 Stéblová",50.1346616,15.7621083
"Klucké Chvalovice 23, 28601 ČÁSLAV",49.8887541,15.3852095
"NA RAMECH 765, 584  01 LEDEC N SAZAVOU",49.6996465,15.2797056
"Vápenická 1654, 54301 Vrchlabí",50.6201306,15.6296614
"nám. Jana Žižky z Trocnova 104/27, 28601 Čáslav",49.9091895,15.3928066
"Žerotínova 242, 56112 Brandýs nad Orlicí",50.0025718,16.2810368
"Závodní 386/100, 36001 Karlovy Vary",50.2210712,12.8280688
"Kaprova 42/14, 11000 PRAHA 1",50.0878349,14.4183828
"Borkovice 2, 39181 Borkovice",49.2184873,14.6541095
"Bořetice 412, 69108 Bořetice",48.9165967,16.8559467
"135, 58291 Příseka",49.6713213,15.4108019
"K Betáni 1087/29, 14800 Praha",50.0080386,14.4823985
"Fügnerova 807/13a, 26801 Hořovice",49.839423,13.8948543
"41, 50357 Starý Bydžov",50.2571274,15.4543486
"ZA KOSTELEM 223, 28533 JAKUB",49.95126,15.3361963
"Poděbradská 23, 29001 Písková Lhota",50.1312607,15.0622751
"Neškaredice 97, 28401 Kutna Hora",49.9330626,15.3114288
"Okřesaneč 122, 28601 Čáslav",49.8887541,15.3852095
"Štěpánovice 4, 66602 Štěpánovice",49.3614213,16.4004517
"Kamenická 1075, 46006 Liberec",50.7427164,15.0608186
"Pálenice Kopidlno 4, 50732 Kopidlno",50.3262259,15.2779592
28533 Církvice,49.9456022,15.3350478
58282 GOLČŮV JENÍKOV,49.8160108,15.4772768
"Nádražní 285, 53842 RONOV NAD DOUBRAVOU",49.8916913,15.5283213
"43, 56201 ČERNOVÍR",49.9832629,16.3767499
"Jiráskova 403, 55203 Česká Skalice",50.4029288,16.0572438
"Botevova 3101/13, 14300 Praha",50.0097117,14.4197145
"Pražská 98, 252 10 Mníšek pod Brdy",49.867205,14.2653688
"189, 38201 Dolní Třebonín",48.85529,14.4100298
"Malonty 26, 38241 Malonty",48.6821157,14.5664243
"Masarykova 799/11, 26801 Hořovice",49.8339501,13.88897
"25, 53973 Tisovec",49.8412549,15.996262
"U Cukrovaru 3, 53821 Slatiňany",49.924855,15.8128849
"Břevnická 1213, 58301 CHOTĚBOŘ",49.712743,15.6663425
"Táborská, 39143 Mladá Vožice",49.5292031,14.8070803
"Větrná 860, 38301 Prachatice",49.0127247,13.9909215
"K Zámku 92, 26705 Nižbor",49.9998273,13.9978456
"Křivoklátská 365, 26705 Nižbor",49.9985403,13.9946056
"Palackého 466, 76901 Holešov",49.3254353,17.5549022
"5. května 106, 35101 Františkovy Lázně",50.1181293,12.3573693
"Nám. Ľ. Štúra 2357, 95501 Topoľčany",48.559101,18.1712244
"Železničiarska 1385, 908 01 Kúty",48.6644275,17.0479058
"Letecká 8, 79623 PROSTĚJOV",49.4643847,17.1281472
"Karlovarská 383, 36452 Žlutice",50.0948169,13.1591069
"Na návsi 1, 28002 Veltruby",50.0698269,15.1871713
"Voštice 41, 56601 Vysoké Mýto",49.923663,16.1870263
"Junáků 579, 54103 Trutnov",50.576115,15.9506747
"K Rašelině 1596, 69642 Vracov",48.9776225,17.2053534
"Dělnická 561, 56201 Ústí nad Orlicí",49.9721897,16.3999814
"Českobudějovická 667, 382 41 Kaplice",48.7452545,14.4864626
"Plzeňská 3352/156, 15000 Praha",50.0705975,14.3770111
"Brněnská 201, 378 81 Slavonice",48.9973202,15.358167
"Domanovická 2480, 19016 Praha",50.0766311,14.6480674
"Jiráskova 271, 53304 Sezemice",50.0647063,15.8547625
"Chudenická 1059, 10200 Praha",50.0462512,14.5189118
"134, 28401 Svatý Mikuláš",49.9909138,15.350492
"Okružní 709, 37001 ČESKÉ BUDĚJOVICE",48.9949791,14.5001466
"Hlavní 187, 25082 Tuklaty",50.071208,14.7733845
"Nádražní 568, 56401 Žamberk",50.073727,16.4569393
"Šedivec 59, 56401 Žamberk",50.086676,16.4856808
"Bavlnářská 137, 51301 SEMILY",50.6119366,15.3205542
"71, 54901 Přibyslav",50.3515268,16.146774
51801 Pohoří 3,50.2915288,16.098935
"Chrudimská 42, 28571 Vrdy",49.9255226,15.47011
"Riegrova 144, 53862 HROCHŮV TÝNEC",49.9572876,15.9113275
"Pražská 1055, 28002 Kolín",50.0316635,15.1818887
"Hvězdova 870, 14000 Praha",50.0530288,14.4401965
"Zbraslavice 399, 28521 ZBRASLAVICE",49.8100575,15.1723776
58233 DOLNÍ MĚSTO,49.6277043,15.3822968
"Vilibalda Svobody 695, 53973 Skuteč",49.83639,15.9925938
"Hornicka čtvrť, 53312 Chvaletice",50.0223861,15.4351765
"Areal bývalych Kasaren 100, 35471 Velká Hleďsebe",48.9168758,17.0959066
"Frýdlantská 1310/23, 18200 PRAHA 8",50.1325892,14.4769032
"Radomilická 1349, 38901 Vodňany II",49.142413,14.1926693
"Otavská 1069/13, 370 11 České Budějovice",48.9966575,14.4524178
"Havlíčkova 63, 28531 Nové Dvory",49.9623838,15.3317725
"J.Grafka 1458, 50901 NOVÁ PAKA",50.4838951,15.515345
"Pekárenská 255/77, 37004 ČESKÉ BUDĚJOVICE",48.9822653,14.4926793
"5. května čp. 225, 53803 Heřmanův Městec",49.9338762,15.6580216
"Kubelíkova 1224, 13000 Praha",50.0822372,14.4519445
"Nádražní 468, 51721 Týniště nad Orlicí",50.1516369,16.0768785
"Tylova 1049, 53803 Heřmanův Městec",49.9536633,15.6588339
"Staňkova, 53002 Pardubice",50.0231989,15.7710481
"Olomoucká 745, 57101 Moravská Třebová",49.7609645,16.6723082
"Svatý Mikuláš 113, 28401 Kutná Hora",49.9920563,15.3561275
"Na Bělišti 72/16, 28601 Čáslav",49.9118119,15.3820898
"Rooseveltova 261, 50351 Chlumec nad Cidlinou",50.1569951,15.4452775
"Nová Ves 1,, 28002 KOLÍN",49.9871699,15.0340108
"Mírová 144, 35735 KarlovyVary",50.2395961,12.7365143
"Wilsonova 581, 53901 Hlinsko",49.765625,15.9033213
"Velkomoravská 791, 69685 Moravský Písek",48.9912187,17.3329471
"9.KVĚTNA, 53372 Moravany",50.0009646,15.9477361
"Ledečská 2628, 58001 HAVLÍČKŮV BROD",49.610709,15.5544055
"Průběžná 74, 10000 PRAHA 10",50.0655098,14.5001005
"Jana Palacha 1970, 27201 KLADNO",50.1428688,14.0944074
"Tyršova 168, 56151 Letohrad",50.0323531,16.5065504
"Potočná 20, 97251 Handlová",48.7255128,18.7565654
"Nerudova 75, 53312 Chvaletice",50.0335843,15.4187705
"Svaty Mikulas, 28401 Kutna Hora",49.9909138,15.350492
"Žlábek 24, 51263 Rovensko pod Troskami",50.5376152,15.2557267
"Antonínská 1279, 68725 Hluk",48.9808563,17.5140188
"Tovéř, 78316 Tovéř",49.6383419,17.323875
"Bořkovská 254, 51301 Semily",50.5994788,15.3270013
"Regnerova 1122, 542 32  Úpice",50.5073535,16.0207411
"Končinská 1104, 54941 Červený Kostelec",50.474095,16.1023188
"Tykačova 1387/31, 56002 ČESKÁ TŘEBOVÁ",49.9062915,16.4385222
"Emlerova 216, 50723 Libáň",50.3736663,15.2168813
"Moravská 537, 56203 ÚSTÍ NAD ORLICÍ",49.9558451,16.4171642
"Bláto 22, 28504 Uhlířské Janovice",49.8902725,15.0325897
"Hrádkov 36, 68001 Boskovice",49.4885488,16.7021813
"1.mája 70, 953 01 Zlaté Moravce",48.3856902,18.3788512
"Staničná 27, 953 39 Zlaté Moravce",48.3850409,18.3771351
"U Písničky 204, 39137 Chotoviny",49.4759857,14.6556547
"Zahradní 769, 35731 Horní Slavkov",50.1394906,12.7976502
"Hroška 92, 51801 DOBRUŠKA",50.2880149,16.1955782
"Návarovská 1, 46847 Zlatá Olešnice",50.7138784,15.3433456
"Radiměř 444, 56907 Radiměř",49.69835,16.4156507
"Semanínska 1528, 56002 Česká Třebová",49.8939288,16.4491463
"Smetanova 113 , areál býv. ČSAD, 28504 Uhlířské Janovice",49.8779876,15.0656465
"V Aleji 268/10, 36006 Karlovy Vary",50.2233721,12.821836
"Dolní Branná 153, 543 62 Dolní Branná",50.5943539,15.5976203
"B. Nemcové 1190, 28601 ČÁSLAV",49.8887541,15.3852095
"Boženy Němcové 1190/16, 28601 Čáslav",49.9095825,15.3969796
"Na Bělišti 2028, 28601 ČÁSLAV",49.911272,15.3819898
"Trebesice, 28601 Caslav",49.9415937,15.3843238
"KRUPÁ, 28401 KUTNÁ HORA",49.8987385,15.2544288
"Sportovní 578/4, 360 01 Karlovy Vary",50.2401056,12.8894342
"Beckovského 2045, 58001 Havlíčkův Brod",49.6063822,15.5749341
"SVATÝ MIKULAS 140, 28401 KUTNA HORA",49.9859603,15.3501889
28533 CIRKVICE,49.9456022,15.3350478
"Čáslavská 273, 53803 Heřmanův Městec",49.9475425,15.66462
"T.G. Masaryka 788, 34701 Tachov",49.801905,12.6351068
"53, 38301 Pěčnov",49.0116612,14.0068543
35301 Marianské Lázně,49.9739518,12.703319
"Západní 1840, 58301 Chotěboř",49.7195135,15.665239
"Lučanská 321, 28401 Kutná Hora",49.9599875,15.278057
"Za sokolovnou 1284, 16500 Praha",50.1388374,14.3776221
"Očihov 155, 43987 Očihov",50.2015679,13.4525809
"K Podlesí 540, 26101 Příbram VI – Březové Hory",49.6872792,14.0051848
"Čáslavská 234, 28401 KUTNÁ HORA",49.946448,15.2850646
"Lichnická 440, 53842 RONOV NAD DOUBRAVOU",49.8857201,15.5407175
"Bratislavská 4571/16, 926 01 Sereď",48.2793735,17.7242707
"Hradec u Ledče, 58401 LEDEČ NAD SÁZAVOU",49.7169,15.280828
"U Přístavu 811, 25001 BRANDÝS NAD LABEM",50.1916995,14.6669174
"Jaroslavy Rýznerové 97, 39601 Komorovice",49.5452559,15.3298119
"Rohozec 133, 28401 Kutna Hora",49.9740953,15.3788447
"Smetanova 361, 538 62 Hrochův Týnec",49.9583705,15.9063806
"U Stavoservisu 527/1, 10800 Praha",50.0773979,14.5366451
"Brněnská 366/25, 68201 Vyškov",49.2704051,16.9884364
"Dusíkova 15, 28601 ČÁSLAV",49.9116467,15.3946886
"Bořkovská 254, 513 01  Semily",50.5994788,15.3270013
"Na Dražkách 1008, 26601 Beroun",49.9591176,14.0638018
"areál bývalých dílen 100, 35471 Velka Hledsebe",48.9168758,17.0959066
"Smetanova 2105, 78901 Zábřeh",49.8831329,16.8623082
"K Lávce 67, 28575 Žehušice",49.9748526,15.4072788
"U Koupaliště 843/10, 36500 Karlovy Vary",50.2375494,12.8511715
"Znojemská 839/80, 58601 Jihlava",49.3851488,15.5931207
"Hlavní 373, 25090 NOVÉ JIRNY",50.1011848,14.7119931
"Hulínská 3445, 76701 Kroměříž",49.3074438,17.4053272
"U zastávky 280, 28401 KUTNÁ HORA",49.9572535,15.2879424
"Tyršova 11, 28802 NYMBURK",50.1846098,15.0392354
"Polepská 634, 28000 KOLÍN",50.0146516,15.2052253
28401 SVATY MIKULAS,49.9909138,15.350492
"11, 53304 Sezemice",50.0725891,15.8548629
"Cihlářská 421, 68801 Uherský Brod",49.0265918,17.6205203
"46, 25901 Olbramovice",49.6453636,14.6366946
36471 Bochov,50.1504167,13.0454108
"9. mája 469, 913 21 Trenčianska Turná",48.8523791,18.0157253
"Ľudovíta Stárka, 911 05 Trenčín",48.8990793,18.0337239
"Mlýnská 1490/2, 28002 Kolin",50.0304449,15.2053042
"U Panasonicu 375, 53006 PARDUBICE",50.0178883,15.6864081
"Křesetice 155, 28401 Kutná Hora",49.9078776,15.2600425
"Havlíčkova 161, 28002 Nebovidy",50.0053689,15.2365438
"Stará Dobev 13, 39701 Dobev",49.2954507,14.0471504
"Žernovická 266, 38301 Prachatice",49.0138778,14.0107278
"Pyšelská 2327, 14900 Praha",50.0386375,14.4975422
"Jeníkovská 266, 28601 Čáslav",49.9066368,15.396784
"Dražkovice 57, 53333 Pardubice",50.0045574,15.772622
"294, 28531 Nové Dvory",49.4996388,15.6779593
"Pekárenská 569, 370 04 České Budějovice",48.9814662,14.489117
"Sukova 2164, 68001 Boskovice",49.4866125,16.6493725
"Hrádkov 34, 68001 Boskovice",49.4831325,16.686455
"Šternberská 502, 78391 Uničov",49.773085,17.1237225
"Bežerovice 52, 391 65 Bechyně",49.2923027,14.4868937
"HORKA 55, 53851 CHRAST U CHRUDIMĚ",49.8955613,15.9225459
"219, 56164 Mistrovice",50.0236725,16.5715136
"Norská 1253, 10100 Praha",50.070153,14.4552817
"Pod Nádražím 1240/6, 28601 Čáslav",49.9143476,15.4016982
"2, 28543 Paběnice",49.840172,15.3027063
"U průhonu 1425, 17000 Praha",50.1049925,14.4520857
"Barborka 25, 58401 Ledeč nad Sázavou",49.6923336,15.2687572
"Zelenkova 644, 28401 Kutná Hora",49.9551214,15.283164
"Ledce 1, 25722 ČERČANY",49.8607912,14.7041113
"Svatokřížská 54, 53842 RONOV NAD DOUBRAVOU",49.8870626,15.5310538
"Údolní 3133, 39002 Tábor",49.4100902,14.6789976
"Žeravice 211, 69647 Žeravice",49.0213302,17.2409435
"Komenského 471, 69701 Kyjov",49.0135354,17.1258149
"Paběnice 10, 28543 PABĚNICE",49.8427228,15.3015264
"Dolni Bučice 278, 28571 VRDY",49.9230651,15.449345
"Načešice, 53803 HEŘMANŮV MĚSTEC",49.9338762,15.6580216
"R.Těsnohlídka 1540, 28601 ČÁSLAV",49.906838,15.3930713
"Strojírenská  411, 15521 PRHA 5 - Zličín",50.0617301,14.2838812
"Náměstí J.Haška 246, 53863 CHROUSTOVICE",49.957353,16.0146357
"Dr.Farského 300, 51211 VYSOKÉ NAD JIZEROU",50.6813083,15.405772
"Brněnská 339, 67182 Dobšice",48.8483568,16.0800949
"13, 38715 Střelské Hoštice",49.2987621,13.7559352
"Školní 661, 37401 Trhové Sviny",48.8422611,14.633134
"Sušilova 1359, 78901 Zábřeh",49.8856901,16.8621163
"142, 54901 Nové Město nad Metují",50.3442064,16.1512997
"121, 54362 Dolní Branná",50.5931657,15.5938168
"Tyršova 563/25, 26801 Hořovice",49.8437201,13.9039213
"Nádražní 287/20, 78985 Mohelnice",49.7758001,16.9265713
"33, 56151 Lukavice",50.0373728,16.5036142
"Průmyslová 90, 53701 Chrudim",49.9574793,15.7782546
"Průmyslova 1100, 28522 Zruč nad Sázavou",49.7397716,15.102795
"Ambrozova 993, 50346 TŘEBECHOVICE POD OREBEM",50.2054884,15.9916067
"Bavlnářská 137, 51301 Semily",50.6119366,15.3205542
"Jiráskova 1404, 50346 Třebechovice pod Orebem",50.2019693,15.9794002
"45, 53851 Bítovany",49.8955613,15.9225459
"Spojených národů 231, 544 01 Dvůr Králové",50.4427913,15.8064288
"73, 58264 Ždírec nad Doubravou",49.7190508,15.787175
"Průmyslová, 58264 Ždírec nad Doubravou",49.6977428,15.8025021
"199, 26751 Bavoryně",49.8956617,13.9609401
"Na Cintlovce 1530/15, 26801 HOROVICE",49.8395075,13.8815528
"66, 28504 Zbizuby",49.8779876,15.0656465
"Ke Garážím 820, 53821 Slatiňany",49.9163838,15.8235263
"Hošťalovice 6, 53803 HEŘMANŮV MĚSTEC",49.9338762,15.6580216
"Jindřišská 2038, 53002 Pardubice",50.0358908,15.7775434
"Vlčnov 1, 53701 Chrudim",49.9321438,15.8278225
"Na Plácku 61, 28401 Kutná Hora",49.9693982,15.3007281
"Jahodová 666, 28601 ČÁSLAV",49.9071883,15.3864757
"Jahodová 666, 28601 Čáslav",49.9071883,15.3864757
"Dlouhá 635/7, 35731 Horní Slavkov",50.1379734,12.8011918
"Bohuňovice I,čp.28, 28121 ČERVENÉ PEČKY",49.9781006,15.2081597
"Svatoplukova 950/12, 78401 Litovel",49.6914413,17.0727338
"třída Osvoboditelů 349, 35731 Horní Slavkov",50.1374341,12.8049126
"Slavoňov 83, 54901 Nové Město nad Metují",50.3515268,16.146774
"148, 26751 Bavoryně",49.8956617,13.9609401
"Plzeňská 228/83, 26601 Beroun-Město",49.9571948,14.0578452
"Turov 6, 534 01 Moravany - Turov",,
"Sluneční 109, 28002 Nová Ves I",50.0466758,15.1540433
"Vrchlického 146, 28403 Kutná Hora",49.964059,15.285541
"Nižnětagegilská 132/1, 35002 Cheb",50.0738123,12.387711
"9, 56201 Dolní Dobrouč",49.9949326,16.4553661
"Sokolská 1315/54, 68001 Boskovice",49.4921451,16.6551388
"Maternova 335, 25072 Kojetice",50.2405103,14.5069547
"Velká nad Veličkou 138, 69674 Velká nad Veličkou",48.8911669,17.524238
"243, 58283 Vilémov",49.8154974,15.5349546
"Nad Sládečkem 480, 39002 Tábor",49.4019737,14.692484
"Vysokomýtská, 56501 Choceň",49.9890511,16.2197821
"Čs. legií 1254, 51401 Jilemnice",50.6077131,15.5124574
"Krasoňovice 17, 28522 ZRUČ NAD SÁZAVOU",49.7573419,15.1204762
"Tyršova 535, 34701 Tachov",49.7930419,12.6318569
"Halalovka 2368/15, 91108 Trenčín",48.8732373,18.0484004
"144, 78985 Mohelnice",49.7759999,16.9258588
"Újezd 84, 78985 Mohelnice",49.7657317,16.9058876
"Pivovarská 526, 56203 Ústí nad Orlicí",49.9599764,16.4043243
"Mříč 102, 38203 Křemže",48.9131102,14.3430108
"Tepelská 551, 35301 Mariánské Lazně 1",49.9610519,12.6874518
"Karla Legera 228, 28002 Kolín",50.0501691,15.2139689
"Obecní dvůr 79, 28002 Kolín",50.0253061,15.1989651
"Krásné Údolí 148, 36401 toužim",50.052004,12.9712957
"Družstevní  777, 28522 ZRUČ NAD SÁZAVOU",49.7461959,15.0931183
"Průmyslová 938, 39111 Planá nad Lužnicí",49.3642834,14.70148
"Příční 1793, 56002 Česká Třebová",49.9062067,16.4359562
"Sadová 635, 28126 Týnec nad Labem",50.0434081,15.3493728
"Jiráskova 553, 55101 Jaroměř",50.3479476,15.9196125
"Lužnická 2922, 39001 Tábor",49.4110319,14.6679936
"Tršnická 1759/5, 35002 Cheb",50.0843455,12.3870559
"Pražská 900 areál Kovohutě, 25208 MNÍŠEK POD BRRDY",49.810397,14.4182039
"Horušice 14, 28573 HORUŠICE",49.9971136,15.4392044
"Děčínská 468, 19000 Praha",50.1261497,14.4833416
"DUHOVÁ 389, 25070 Postřižín",50.2353392,14.3819955
"Na Vlečce 205, 36001 Otovice",50.2515518,12.8733025
"140, 28002 Pašinka",49.9963508,15.1861915
"229, 35301 Stará Voda",50.1503227,15.5305626
"Čejč 253, 69614 Čejč",48.9367417,16.9617618
"Na Kopečku 1182, 37901 Třeboň",49.0128272,14.7871676
"Hanojská 2832/5, 39005 Tábor",49.3909805,14.6806057
"Nová Ves u Leštiny 46, 58282 GOLČŮV JENÍKOV",49.8044094,15.4947231
"Žitná 1651, 28601 Čáslav",49.9000348,15.3908311
"255, 54101 Staré Buky",50.5376642,15.8480779
"Sportovní, 541 01 Trutnov, Poříčí",50.5768704,15.9512451
"47, 50791 Stará Paka",50.5207617,15.4860715
"Ústí 120, 50791 Stará Paka",50.5177769,15.4585414
"Vraclav 49, 56542 VRACLAV",49.9665712,16.094735
"Travní 1576, 28601 Čáslav",49.9003564,15.3892989
"16, 56904 Brněnec",49.6225209,16.5158223
"Kostěnice 191, 53002 PARDUBICE",50.0122051,15.8909525
"Sekerská 337, 35301 Drmoul",49.9377786,12.6541213
"Dukelská 432, 57101 Moravská Třebová",49.7546849,16.6576377
"Linhartice 56, 57101 Linhartice",49.7609561,16.702143
"259, 28404 Kutná Hora",49.9486561,15.2681123
"Chabařovická 339/19, 40001 Ústí nad Labem",50.6600507,13.9824827
"Za Rybníkem 436/38, 28601 Čáslav",49.905837,15.3900593
"40, 56170 Písečná",50.0459247,16.4511121
"Hálkova 24, 25082 Úvaly",50.0714326,14.727575
"Podměstí 93, 56151 Letohrad",50.0318438,16.4993338
"Říční 564, 56601 Vysoké Mýto",49.9529929,16.1752153
"Třídvorská 1401, 28002 Kolín",50.0324016,15.2233053
"Střelničná 1973/28, 18200 PRAHA - LIBEŇ",50.1259978,14.4700625
"Běstvina 136, 53845 BĚSTVINA",49.8276575,15.6136877
"Předbořice 27, 28401 KUTNÁ HORA",49.8557966,15.2286393
"189, 54101 Vlčice",50.5626579,15.8217107
"Horská 167, 54102 Trutnov",50.5935026,15.8794438
"Koželuhy 86/22, 28601 ČÁSLAV",49.9139382,15.3842943
"Poličany 41, 28401 Kutná Hora",49.9250111,15.2575631
"214, 67101 Citonice",48.8815301,15.9665909
"9.Kvetna, 53372 Moravany",50.0009646,15.9477361
"Pod lesem 482, 37501 TÝN NAD VLTAVOU",49.2155512,14.4160724
"319, 56101 Hnatnice",50.0132477,16.4556241
"Chotusice 113, 28576 CHOTUSICE",49.95208,15.3927206
"Vintrovna 395, 66441 Popůvky",49.1827893,16.4830174
"Plzeňská 208/36, 35301 Mariánské Lázně",49.947689,12.7053149
"U Cihelny 599, 78813 Rapotín",49.9898377,17.0058682
"Skalka 411, 28163 Kostelec nad Černými lesy",49.9922463,14.8392713
"17, 28401 Sulovice",49.9394844,15.2647023
"Švermova 874, 53821 Slatiňany",49.9174978,15.8206045
"Vrbí 259, 56401 Žamberk",50.0888942,16.4656242
"217, 28547 Křesetice",49.9070318,15.2623502
"Opletalova 24, 53701 Chrudim",49.951061,15.8009568
"na rámech 765, 85401 Ledeč nad Sázavou",49.6996465,15.2797056
"Sedlec 102, 25065 LIBEZNICE",50.1881919,14.4889667
"Radiměř 444, 56907 RADIMĚŘ",49.69835,16.4156507
"Jablonského 1228, 28601 ČÁSLAV",49.9117284,15.3956638
"Lhotka 76, 56002 Česká Třebová",49.9201333,16.4351217
"Bílkova 1762, 68001 Boskovice",49.4875249,16.6529611
"Sudice 24, 68001 Boskovice",49.4908689,16.6866885
"Malá 78, 50341 Hradec Králové",50.2295676,15.8483331
"Vlčkovická 223/1A, 50004 Hradec Králové",50.1923064,15.777837
"V Chaloupkách 314, 28575 Žehušice",49.975995,15.3968216
"59, 56943 Dlouhá Loučka",49.6511516,16.7077701
"Linhartice 235, 57101 Moravská Třebová",49.7550375,16.6929753
"Rokycanova 547/32, 39701 Písek",49.3098339,14.1587331
"138, 53821 Slatiňany",49.9196167,15.8130079
"Žižkova 1691, 58301 Chotěboř",49.7145581,15.6725994
"Španielova 1312/54, 16300 Praha",50.068143,14.3040895
"V Podskalí 136, 253 01 Hostivice",50.0795209,14.2617324
"Chrudimská 266, 28571 VRDY",49.9255725,15.4673237
"Sokolovská 1046, 36005 Karlovy Vary",50.2355244,12.8477503
"18, 28546 Úmonín",49.8895956,15.2718942
"Na Kopečku 732, 37901 Třeboň",49.010913,14.7886732
"Táborská 297, 28202 Nová ves 1",50.07911,14.87184
"75, 50601 Holín",50.43746,15.3322909
"Nové domy 433, 51601 Rychnov nad Kněžnou",50.16952,16.2783899
"Brumovská, 76601 Valašské Klobouky",49.1257851,18.0150122
"Hroznětínská 173, 36001 Otovice",50.2593698,12.8742544
"Jiráskova 844, 51754 Vamberk",50.1144066,16.2993187
"Hutník 1674, 69801 Veselí nad Moravou",48.9517377,17.3972056
"Smetanovo nábřeží 304, 51754 Vamberk",50.12079,16.2886838
"Červenohrádecká 210/24, 31200 Plzeň",49.7561254,13.4516956
"U Trojice 206, 38101 Český Krumlov",48.8195082,14.3263401
"Na Dílech, 69603 Dubňany",48.9184403,17.1016326
"Zdeslavice 1, 58401 Číhošť",49.7403466,15.3187527
"213, 54371 Chotěvice",50.539312,15.7106283
"Nádražní 266, 54371 Hostinné",50.5356576,15.7376738
"Nová Čtvrť 504, 53851 Chrast",49.9050088,15.9281363
"Zaječice, 53835 Zaječice",49.9005258,15.8798839
"Na Ohradě 91, 38601 Strakonice",49.2583394,13.9073494
"náměstí Prokopa Velikého 12, 40001 Ústí nad Labem",50.6588704,13.9854184
"Formíkova 218/7, 28601 Čáslav",49.9090149,15.3936225
"Kloboucká /bývalí areal traktorky/, 76331 Brumov - Bylnice",49.0824961,18.0215349
"Lúční Čtvrť, 686 03 Staré Město",49.0799716,17.446629
"205, 28533 CIRKVICE",49.9456022,15.3350478
"NA Rozarce, 56401 Dlouhoňovice",50.086676,16.4856808
"Masarykova 549, 26801 Hořovice",49.83245,13.88402
28531 NOVE DVORY,49.9685881,15.3277097
28522 ZRUC NAD SAZAVOU,49.740296,15.106074
"Svatý Mikuláš 93, 28401 KUTNÁ HORA",49.9916238,15.3495675
"SVATA KATERINA 28, 28401 KUTNA HORA",50.006715,15.3324789
"Příkop 843/4, 60200 Brno",49.2002175,16.6140868
"37, 25763 Hulice",49.7244602,15.0242628
"Kojice 56, 53312 CHVALETICE",50.0346201,15.4098092
"92, 28002 Jestřabí Lhota",50.0330708,15.1905655
"K Zahrádkám 1026/47, 15500 Praha 5",50.04871,14.3227607
"Markovická 314, 28571 VRDY",49.9154275,15.4691675
"Riegerova 769, 58282 GOLČŮV JENÍKOV",49.8044094,15.4947231
"Pouchovská 153, 50003 Hradec Králové",50.2198701,15.8399459
"Pod Domy 126, 50346 Třebechovice pod Orebem",50.2001588,15.9937313
"Pardubická 345, 53345 Opatovice nad Labem",50.1329073,15.788116
"J. Grafka 1458, 50901 Nová Paka",50.4838951,15.515345
"199, 57201 Sádek",49.6925635,16.2256236
"425, 54223 Mladé Buky",50.6065856,15.8330828
"Vítězov 45, 28002 KOLÍN II",50.0330708,15.1905655
"Staňkovice - Ostašov 11, 28504 UHLÍŘSKÉ JANOVICE",49.8779876,15.0656465
"Na Výsluní 1094, 56002 Česká Třebová",49.9006689,16.4581787
