Adresa,lat,lon
"Křimická 474, 31800 Plzeň",49.745947,13.3426592
"Křimická 1269/125, 31800 Plzeň",49.7460879,13.337048
"Chrudimská, 53807 Seč",49.8492238,15.6660609
"Ležáků 665, 56601 Vysoké Mýto",49.9449453,16.1505696
"Džbánov 56, 56601 Džbánov",49.9151251,16.1612589
"Zdeslavice 37, 28401 KUTNÁ HORA",49.863757,15.1948049
"Onomyšl 69, 28504 Uhlířské Janovice",49.8779876,15.0656465
"Dasný 34, 373 41 Hluboká n./ Vlt.",,
"Zemědělská 118, 54233 Rtyně v Podkrkonoší",50.5095513,16.06093
"Rudé armády 513,  517 42  Doudleby nad Orlicí",50.1114253,16.2529304
"Dobrovského 1176, 56301 Lanškroun",49.9197334,16.6343376
"Na Sádkách 1799, 51601 Rychnov nad Kněžnou",50.1545977,16.281004
"Husova 62, 53003 Pardubice",50.0414905,15.7874796
"Orlice 124, 561 51 Letohrad",50.0293801,16.5213438
"Tuněchody 22, 53701 Tuněchody",49.9831255,15.8356176
"232, 54362 Dolní Branná",50.5931657,15.5938168
"Za Komínem 489, 54102 Trutnov",50.5810952,15.8946606
"Ant. Janouška 1654/31, 37008 České Budějovice",48.9594895,14.4825609
"T. G. Masaryka 906, 57001 Litomyšl",49.8724133,16.3008104
"Na Pohoří 749, 28522 ZRUČ NAD SÁZAVOU",49.7481896,15.0981586
"Cuřínova 591, 14200 Praha",50.0109344,14.4532103
"17. listopadu 114, 28401 KUTNÁ HORA",49.9614917,15.2760345
"Chrudimská 62, 538071100 Seč",49.8370051,15.6561825
"Sedlov 18, 28002 KOLÍN II",50.0330708,15.1905655
"Táborská 59, 25706 Louňovice pod Blaníkem",49.6353813,14.8462413
"kpt. Nálepky 240, 53002 Pardubice",50.020066,15.7563411
"Cirkvice 228, 28533 Cirkvice",49.9470182,15.3268808
"85, 66401 Babice nad Svitavou",49.2587241,16.68464
"Ipeľský Sokolec 314, 935 75 Ipeľský Sokolec",48.0157516,18.8025719
"KPT. Nálepku 1, 934 05 Levice",48.2462713,18.5314022
"Bezručova 1421, 67801 Blansko",49.3705288,16.6461925
"Bezručova 1421/52, 67801 Blansko",49.3705288,16.6461925
"Holandská 46, 53301 Pardubice",50.0222454,15.8254731
"Libivá 44, 78985 Mohelnice",49.7977976,16.9149775
"580, 66457 Měnín",49.0839918,16.6936303
"Pod Kalváriou 4602/72A, 955 01 Topolčany",48.5534967,18.1558221
"Těšínská 1028/37, 74601 OPAVA",49.9339638,17.9169238
"Bílovecká 2874/5, 74601 OPAVA",49.929355,17.9161675
"Dopravní 1040, 67602 MORAVSKÉ BUDĚJOVICE",49.0566465,15.801737
"Slavašovská 553/12, 26601 Beroun",49.9711809,14.0791318
"Plzenská 378, 26701 Králův Dvůr",49.9502609,14.0429163
"ZA BIŘICTVÍM 34,MALÍN, 28401 KUTNÁ HORA",49.9648091,15.3034083
"Jablonského 637, 28002 KOLÍN V",50.0350422,15.2097268
"U Stadionu 1654/8, 73601 Havířov - Podlesí",49.7708219,18.4469492
"Ostravská 264, 73925 Sviadnov",49.6838775,18.3317513
"Těšínská 911/51A, 73934 Šenov",49.7941744,18.3690676
"Bohumínská 1876/2, 73506 Karviná - Nové Město",49.8606826,18.527881
"Bohuminská  1876/2, 73506 Karviná - Nové Město",49.8606826,18.527881
"Náchodská 485, 54901 Nové Město nad Metují",50.3532213,16.136266
"Soukenická 242, 51601 Rychnov nad Kněžnou",50.1609638,16.2711387
"K Blahobytu 856, 53002 Pardubice",50.0239181,15.7687812
"K Židovskému hřbitovu, 53002 Pardubice",50.0209501,15.7812201
"Topolová 2099, 56002 Česká Třebová",49.8857576,16.4520974
"Běstviny 31, 51801 Dobruška",50.3202488,16.1468338
"Hollého 1493/1, 949 01 Nitra",48.308779,18.0791697
"Čáčovská cesta 309, 905 01 Senica",48.6788349,17.3507551
"Šturová 442/24, 906 13 Brezová pod Bradlom",48.6678079,17.5370277
"Markušovská cesta 4, 052 01 Spišská Nová Ves",48.940498,20.5798912
"Žižkova 1021, 50801 Hořice",50.3603163,15.6428025
"Humburky 1, 50401 Nový Bydžov",50.2354025,15.5043105
"Vodárenská 1096, 37901 Třeboň",49.013131,14.7848085
"Dr.Bureše 1188/7, 370 05 ČESKÉ BUDĚJOVICE",48.9877357,14.440518
"Čelakovského 371, 56201 Ústí nad Orlicí",49.9692941,16.3943426
"Wolkerova 374/10, 35002 Cheb",50.0773638,12.3815414
"Hlavná 254/222, 032 02 Závažná Poruba",49.0507968,19.644916
"Bystrická cesta 62, 034 01 Ružomberok",49.0698821,19.3117934
"Svratecká 1247/4, 62400 Brno",49.2182679,16.5537097
"Veveří 210, 66481 Ostrovačice",49.2162084,16.4089075
"Starovičky 299, 69301 Starovičky",48.9105841,16.7698822
"Za Olšávkou 365, 68601 Uherské Hradiště",49.0551575,17.4670313
"Pod nádražím 1205/8, 28601 ČÁSLAV",49.9154581,15.3988637
"46, 38752 Cehnice",49.2156319,14.0293844
"U Hřebčince 2534, 397 01 Písek",49.2958351,14.1650371
"384, 67138 Višňové",49.1606802,18.7853921
"Slunnečni 326, 28571 Vrdy",49.9231413,15.4648368
"Náchodská 338, 54102 TRUTNOV",50.5752501,15.9539925
"62, 53851 Chrast",49.8955613,15.9225459
"Věry Pánkové 829/2, 77900 Olomouc",49.5726417,17.2594175
"Dublovice 121, 26251 Sedlčany",49.6698097,14.3611804
"Tlustice 128, 268 01 Tlustice",49.8471514,13.8798622
"BELA, 58401 Ledec n.Sazavou",49.6961377,15.2816774
"Černiny 28, 28401 KUTNÁ HORA",49.8404942,15.2171253
"Lubenská 1588, 26080 Rakovník",50.0973686,13.725179
"Kutnohorská 59, 50004 HRADEC KRÁLOVÉ 2",50.2041461,15.7907591
"SVATY MIKULAS 85, 28401 KUTNA HORA",49.9937538,15.3570538
"26, 53825 Nasavrky",49.8786064,15.8275892
"závod UNIKOM Čáslav, 28601 ČÁSLAV",49.8887541,15.3852095
"AGROSLUŽBY - SERVIS K.HORA, 28601 ČÁSLAV",49.8887541,15.3852095
"DRŮBEŽÁRNA  MARKOVICE, 28445 KUTNÁ HORA",49.8957169,15.4361703
"závod OVO K.Hora, 28445 KUTNÁ HORA",49.953156,15.2884113
"PEUGEOT - KOLIN, 28401 KUTNÁ HORA",49.9394844,15.2647023
"Hrnčířská 193, 28401 KUTNÁ HORA",49.9505208,15.2876767
"9, 56802 Opatovec",49.7571272,16.4706484
"Husovo náměstí 2938, 390 02 Tábor",49.4120451,14.6759375
"Janderova 147/2, 37701 Jindřichův Hradec",49.14595,15.0009703
"Věncova 248, 38101 Český Krumlov",48.8034392,14.3111904
"Tyršova 158, 56151 Letohrad",50.0302413,16.5122475
"Pivovarská 382, 56169 Králíky",50.0930763,16.7558025
"Domažlická 1256/1, 13000 Praha",50.0876209,14.4639003
"Smetanova 1929, 76502 Otrokovice",49.2145531,17.5385604
"Ticha 252, 28575 Žehušice",49.9718302,15.4058965
"Horka II 1, 28522 Zruč nad Sázavou",49.7573419,15.1204762
"85, 28504 Vavřinec",49.8779876,15.0656465
"Prvomájová 88, 32200 Plzeň",49.7512504,13.3004026
"Českých bratří 162, 56401 Žamberk",50.0882376,16.4654731
"Potěhy 173, 28563 TUPADLY",49.868738,15.4094254
"Svat. Čecha 1324, 68801 Uherský Brod",49.0260613,17.6386563
"Brněnská 1427, 68801 Staré Město",49.0756231,17.4405041
"166, 28563 Tupadly",49.868924,15.4078045
"Termesivy 89, 58001 HAVLÍČKŮV BROD",49.6003953,15.6160522
"Červené Janovice 123, 28601 ČÁSLAV",49.8887541,15.3852095
"64, 32100 Dobřany",49.701783,13.3529406
"89, 79852 Konice",49.5893084,16.8866903
"153, 53971 Holetín",49.7947838,15.9232929
"86, 56182 Klášterec nad Orlicí",50.1149587,16.5522398
"138, 54374 Dolní Kalná",50.5412187,15.64282
"Hrachovec 98, 75701 Valašské Meziříčí",49.4764838,18.0052812
"KRCHLEBY 119, 28601 ČÁSLAV",49.8887541,15.3852095
"Českobrodská 237, 28163 Kostelec nad Černými lesy",49.9975188,14.8638938
28533 CIRKVICE 152,49.9474988,15.3375838
"Fučíkova 14, 28401 KUTNA HORA",49.9452697,15.2592604
"V Dubovci 91, 53372 Moravany",50.0010688,15.94667
"Tiskařská 599, 10800 Praha",50.0789536,14.5368049
"Horní Lhota 141, 76323 Olomouc",49.1473526,17.8215084
"Na Belisti 72/16, 28601 Čáslav",49.9118119,15.3820898
"264, 28576 Chotusice",49.9491979,15.3945807
"Lipová 1499, 28601 CASLAV",49.9033503,15.3889104
"Na Dlouhých 472, 26701 Králů Dvůr",49.9348706,14.0260455
"Na dlouhých 472, 26701 Králův Dvůr",49.9526115,14.0394295
"Habrkovice 58, 28401 KUTNÁ HORA",50.0005863,15.378645
"Průmyslová 1034, 28522 ZRUČ NAD SÁZAVOU",49.73747,15.1020507
"Licoměřice 20, 53843 TŘEMOŠNICE",49.8728061,15.5719937
"17, 53944 Zderaz",49.8165833,16.106746
"nám.Jana Žižky z Trocnova   172/49, 28601 Čáslav",49.9104169,15.3903227
"V Uličce 26, 28123 STARY KOLIN",50.0121641,15.2966659
"Batňovice 163, 54232 BATŇOVICE",50.5185127,16.0377517
"Krnovská 2864/75E, 74601 Opava",49.9451351,17.8845538
"Ludmily Formanové 2090, 28601 CASLAV",49.9037832,15.3845513
"Libenice 52, 28002 KOLÍN II",50.0330708,15.1905655
"K Letisti 149, 36001 Karlovy Vary",50.2135273,12.9043751
"Sadová 99, 50315 NECHANICE",50.2644373,15.6598984
"Závodská, 1001 Žilina",49.2162099,18.7265289
"Slaměníkova 23B, 61400 Brno",49.2232302,16.6497389
"Dlouhá 226, 69617 Dolní Bojanovice",48.8584175,17.0302988
"Za Kostelem 207, 28533 CIRKVICE",49.9515938,15.3357512
"Dobšická 3698, 66902 Znojmo",48.8548495,16.0705175
"Průmyslová 4062, 58001 Havlíčkův Brod",49.5895935,15.5909458
"45, 28401 Křesetice",49.9394844,15.2647023
"Železárenská 315, 27201 Kladno",50.151545,14.1062325
"Lidická 1983, 58001 HAVLÍČKŮV BROD",49.5904487,15.5801119
"Vlkova 456/10, 13000 Praha",50.0829647,14.4450758
"Sklárenská 193, 79326 Vrbno pod Pradědem",50.1199663,17.38623
"61, 67901 Skalice nad Svitavou",49.4721683,16.5995212
"Šeříková 117, 36010 Karlovy Vary",50.2449921,12.8640957
"Goláňova 138/19, 90701 Myjava",48.7605692,17.5750897
"Prvej SNR 250, 90701 Myjava",48.7570614,17.5673748
"Na Folimance 2155/15, 12000 Praha",50.0660231,14.4335041
"U Zastávky 299, 28575 ŽEHUŠICE",49.9716343,15.4030791
"Kpt. Jaroše 1458/2, 26601 Beroun",49.9567561,14.0519946
"Smetanova 373, 53401 Holice",50.0633163,15.9847388
"Střemchoví, 59455 Dolní loučky",49.3625003,16.3688674
"Licoměřice 13, 53843 TŘEMOŠNICE",49.8728061,15.5719937
"77, 55225 Rychnovek",50.3608995,15.9741663
"Tanvaldská 1458, 46311 Liberec",50.7494848,15.0846851
"U Plováren 675/2, 50003 Hradec Králové",50.2088987,15.8439637
"Luční čtvrť 1867, 68603 Staré Město",49.0801376,17.44873
"Sídliště 343, 26753 Žebrák",49.8760113,13.8923625
"Tyršova 578/45, 26801 HOŘOVICE",49.8468351,13.9067975
"Třeboňské předm. 272, 37816 Lomnice nad Lužnicí",49.0791981,14.7200197
"34, 53973 Leštinka",49.8412549,15.996262
"52, 28545 Kluky",50.173626,15.8453052
"Na Patnácti kopách 738, 28002 Kolín",50.014061,15.2029269
"Vávrova 856, 28002 Kolín",50.0152751,15.1961357
"28.ŘÍJNA 1290, 58401 LEDEČ NAD SÁZAVOU",49.6984889,15.2761522
"Pr.Hollého 36, 90851 Holíč",48.7126396,16.8685178
"Hradec 9, 58401 LEDEČ NAD SÁZAVOU",49.6961377,15.2816774
"80, 28163 Konojedy",49.9676857,14.8672867
"Pod rybníkem, 53842 RONOV NAD DOUBRAVOU",49.8893455,15.5366499
"Třebonín 107, 28601 ČÁSLAV",49.8887541,15.3852095
"Pod Strání 1220, 53701 Chrudim",49.9555338,15.7519975
"Bylany, 53801 Bylany",49.958247,15.7284663
"159, 28563 Tupadly",49.868924,15.4078045
"Měšická 2868, 39002 Tábor",49.4052842,14.6896333
"Trčkova 213, 39143 Mladá Vožice",49.5345911,14.8086629
"Kočín 60, 92204 Kočín - Lančár",48.6027672,17.6584454
"Lidická 230, 56301 Lanškroun",49.907139,16.6165157
"Starokolínská 958, 28002 KOLÍN II",50.0260481,15.2150826
"Na bělišti 72/16, 28601 Čáslav",49.9118119,15.3820898
28562 Hostovlice,49.8600984,15.4658424
"U Hřiště 594, 33214 Chotěšov",49.65218,13.2085672
"Hošťálovice 71, 53803 HEŘMANŮV MĚSTEC",49.9338762,15.6580216
"63, 28563 Potěhy",49.868738,15.4094254
"Školní 338, 54941 Červený Kostelec",50.4799925,16.0830125
"Zahájská 48, 57001 Litomyšl",49.8753751,16.3132563
"Husova 57, 53401 Holice",50.0725326,15.9872338
"Druhanice 153, 28601 ČÁSLAV",49.8887541,15.3852095
"9. Května, 28601 Moravany 53372",50.0009646,15.9477361
"Kohoutov 51, 582 63 Ždírec nad Doubravou",49.7035301,15.8234243
"Luční 1534, 53901 Hlinsko",49.7690045,15.9166735
"Lichnická 7, 53842 Ronov nad Doubravou",49.8883653,15.5363577
"Míru 449, 38273 Vyšší Brod",48.6235786,14.3066913
"Na Vysluní 517, 36452 Žlutice",50.0875159,13.1568551
"Prosetín 29, 53701 Prosetín 539 76",49.9485399,15.7875251
"Ku Ptáku  387, 28401 KUTNÁ HORA",49.9540428,15.2565949
"Žižkova 832, 58001 Havlíčkův Brod",49.6064215,15.5981114
"U Stadionu 376, 25751 Bystřice u Benešova",49.7354838,14.664835
"ul.Pražská 1, 438 01 Žatec",,
"Štefánikovo nám. 1, 46001 Liberec 1",50.7794043,15.0401876
"Tomkova 77/2, 77900 Olomouc",49.6052922,17.2414251
"147, 56982 Borová",49.7369323,16.165506
"Pod domy 126, 50346 Třebechovice pod Orebem",50.2001588,15.9937313
"T.G.Masaryka 855, 53821 Slatiňany",49.9216238,15.8083288
"Rybná 716/24, 11000 PRAHA 1",50.0902799,14.4259963
53843 Bousov 12,49.9030626,15.5354525
36001 KARLOVY VARY,50.2306216,12.8701437
"Drobovice 172, 28601 ČÁSLAV",49.8887541,15.3852095
"51, 56401 Helvíkovice",50.086676,16.4856808
"Lánský dvur 840, 357 31 Horní Slavkov",50.1213983,12.8029742
"Malešov 250, 28601 KUTNÁ HORA",49.9107866,15.2300892
"Pod Veselou 688, 76315 Slušovice",49.2590282,17.8140853
"LUCANSKA 321, 28401 KUTNA HORA",49.9599875,15.278057
"K Vodrantum 1923, 28601 Čáslav",49.9078167,15.3813549
"Zaříčany 96, 28601 Bílé Podolí",49.9582717,15.4634036
"Jarmily Kratochvílové 1689, 28601 Čáslav",49.9037301,15.3861154
"Dědová 41, 53901 Hlinsko",49.7653932,15.9091627
"Hrnčířská 218, 28403 KUTNÁ HORA",49.9575558,15.2851291
"v zákoutí, 28401 Kutná Hora",49.9472531,15.2887151
"Jakub 154, 28533 CIRKVICE",49.9492351,15.340585
"Pod Nádražím 1204/6, 28601 Čáslav",49.9141264,15.4009705
"Masarykova 1727, 28922 Lysá nad Labem",50.1975619,14.840299
"Přemysla Otakara II. 938, 28601 Čáslav",49.9081428,15.3961871
"XXX, XXX XXX",53.045,16.4744464
"Okružní 1144, 50003 Hradec Králové",50.2126073,15.8478671
"Evropská 516/10, 16000 Praha",50.1005492,14.3908083
"106, 37501 Koloděje nad Lužnicí",49.2508473,14.4200943
"Křižíkova 2960, 61200 Brno",49.2212549,16.6194426
"135, 51601 Rychnov nad Kněžnou",50.1632537,16.2748393
"Za Kostelem 703, 53374 Horní Jelení",50.0513026,16.0873963
"Tiskařské 12, 12345 PRAHA",50.4876885,15.9088108
"Stará Kysibelská 585/23, 36001 Karlovy Vary",50.2374428,12.8891049
"Olivova 2096, 11000 Praha",50.0829192,14.4303714
"Nádražní 592, 69701 Kyjov",49.0162287,17.1233661
"Sázavská 19, 58281 Habry",49.7515974,15.4787682
"Horní 2629, 370 01 České Budějovice",48.9938554,14.4827423
"náměstí 14. října 1307, 15000 Praha",50.0730616,14.4076327
"Bukovecká 613, 73991 JABLUNKOV",49.5715163,18.7709113
"Za drahou 171, 28201 Český Brod",50.0841645,14.8759771
"Dělnická 831/81, 74221 KOPŘIVNICE",49.6080163,18.1558963
"Komárovská 2613/25, 74601 OPAVA",49.9381713,17.9138263
"Pasecká 3369, 76001 ZLÍN",49.2389338,17.6621025
"Ohrada 791, 75501 VSETÍN",49.3285325,18.0004025
"Sportovní  4, 36009 KARLOVY VARY",50.2401056,12.8894342
"Chomutovská 378, 43161 PRUNÉŘOV",50.3999456,13.2769893
"Skopalíkova 2385/45, 76701 KROMĚŘÍŽ",49.2990186,17.416642
"Tovární 1436, 76901 HOLEŠOV",49.3225212,17.5824178
"třída Tomáše Bati 258, 76420 ZLÍN - Louky",49.2160926,17.6269013
"Dašická 248, 53701 Chrudim",49.9569904,15.8003604
"28.října 71, 28571 VRDY",49.9234713,15.46285
"Hradčovice 256, 68733 Hradčovice",49.0581428,17.5719694
"Zaříčany 29, 28601 ČÁSLAV",49.8887541,15.3852095
"Na Belisti 72/16, 28601 ČÁSLAV",49.9118119,15.3820898
"Vinice 66, 28601 ČÁSLAV",49.8887541,15.3852095
"Lanškrounská 623, 56203 Ústí nad Orlicí",49.9611516,16.4089071
"ZBIZUBY 16, 28504 UHLÍŘSKÉ JANOVICE",49.8779876,15.0656465
"Strakonicka 50, 15900 Praha",50.0009018,14.3953332
"6, 69638 Stavěšice",49.0056316,17.0391352
"nám. Míru 39, 67921 Černá Hora",49.4134775,16.5796863
"nám. 9. května 302, 58263 Ždírec nad Doubravou",49.696356,15.8128455
"Sokolohradská, 583 01 Chotěboř",49.7122633,15.6846584
"Trávníčkova 1777, 15500 Praha",50.0457485,14.3179302
51784 Ohnisov,50.3225944,16.2138068
"Hlízovská 357, 28123 STARÝ KOLÍN",50.0053807,15.2935898
"Trhový Štěpánov 302, 25763 TRHOVÝ ŠTĚPÁNOV",49.7236587,15.0226305
"Jihlavská 759/4, 59101 ŽĎÁR NAD SÁZAVOU",49.554612,15.9468227
"Nádražní 438, 26401 Sedlčany",49.6566276,14.4313525
"V Zahrádkách 2366/23, 56802 Svitavy",49.7549566,16.4802684
"K novému nádraží 2, 59401 VELKÉ MEZIŘÍČÍ",49.35018,16.0207336
"K novému nádraží 2B, 59401 VELKÉ MEZIŘÍČÍ",49.344859,16.015798
"K Ochozi 1424, 59301 BYSTŘICE NAD PERNŠTEJNEM",49.5127719,16.2528133
"Jihlavská 759/4A, 59101 ŽĎÁR NAD SÁZAVOU",49.5496614,15.9422348
"Jihlavská 759/4R, 59101 ŽĎÁR NAD SÁZAVOU",49.5674615,15.946755
"244, 56901 Hradec nad Svitavou",49.7113421,16.4805061
"Hradec nad Svitavou 244, 56901 Hradec nad Svitavou",49.7061295,16.4861068
"Husova 1016, 53401 Holice",50.0718088,15.9871738
"Labská 867, 53002 Pardubice",50.0435542,15.7770565
"J. Masaryka 340, 54234 Malé Svatoňovice",50.5309301,16.0503113
"SVATOKRIZSKA 32, 53842 RONOV NAD DOBRAVOU",49.8878227,15.5321213
"14, 28547 Křesetice",49.9086954,15.2625716
"Křesetice 198, 28547 Křesetice",49.9076216,15.2589092
"124, 53352 Staré Hradiště",49.0799284,17.4392521
"Konopná 610, 32200 Plzeň",49.7561833,13.3000146
"Jateční 862/32, 30100 Plzeň",49.7575307,13.406521
"Truhlářská, 26301 DOBŘÍŠ",49.7866875,14.1711424
"Chmelová 500, 56601 Vysoké Mýto",49.9526082,16.1441849
"Roháčova, 56601 Vysoké Mýto",49.95121,16.169479
"J. Valčíka 1162, 76502 Otrokovice",49.2019858,17.5382184
"Jugoslávská 828, 51754 Vamberk",50.1159269,16.29992
"39, 28506 Zbizuby",49.8586801,14.9234794
"121, 56123 Damníkov",49.8711999,16.5652992
"Větrná 1802/4, 79201 Bruntál",49.9974963,17.4658688
"Žlutý kopec 41, 79201 Bruntál",49.9894736,17.4791473
"240, 53701 Sobětuchy",50.2555103,14.7632937
"Dr. Dvořáka 39, 28121 Červené Pečky",49.9779021,15.2084904
"Republikánská 1102/45, 31200 Plzeň 4 - Lobzy",49.7462665,13.4151745
"Moravská, 68801 Uherský Brod",49.0250498,17.6485984
"Vítězství 565, 53821 Slatiňany",49.920615,15.8202913
"Strážnická 999/11, 32300 Plzeň",49.7606863,13.3545807
"Libušínská 618/60, 32600 Plzeň",49.7233492,13.4210046
"Fibichova 2033, 28601 Čáslav",49.9052639,15.3952918
"Nádraží 605, 58282 Golčův Jeníkov",49.8373564,15.4671543
"Mlýnská 211, 56164 Jablonné nad Orlicí",50.0278902,16.5938903
"Karlov 195, 28401 KUTNÁ HORA",49.9472911,15.2855409
"3, 56301 Horní Čermná",49.9147773,16.6267021
"U Stadionu 746, 53703 Chrudim",49.938639,15.7992944
"Sečská, 53703 Chrudim",49.9225401,15.7947054
"Nádražní 222, 35735 Chodov",50.233658,12.7471904
"Úpské nábřeží 149, 54101 Trutnov",50.5635451,15.9137925
"Šikmá 311, 54103 Trutnov",50.569895,15.9362025
"Nádražní 287, 78985 Mohelnice",49.7758001,16.9265713
"Nad Nádrží 396, 53825 Nasavrky",49.8410286,15.8039799
"39, 28562 Hostovlice",49.860628,15.4644078
"Dolní Březinka 55, 58291 Světlá nad Sázavou",49.6639032,15.3866605
"Miřiovského 289/ll, 37701 Jindřichův Hradec",49.1440008,15.0085567
"nám. Míru 311, 53807 Seč",49.8535188,15.6555738
"Býšť 140, 53322 BÝŠŤ",50.1302082,15.9135408
"Sovolusky 19, 53501 PŘELOUČ",50.0191033,15.5647359
"Zaříčany 96, 28601 Bíle Podolí",49.9582717,15.4634036
"40, 28601 Horka I",49.8887541,15.3852095
"103, 53944 Zderaz",49.8165833,16.106746
"Vančurova 1544, 27201 Kladno",50.1403513,14.0882437
"Máchova 400, 25601 Benešov",49.7861753,14.6791711
"Krchleby 1, 28601 ČÁSLAV",49.8887541,15.3852095
"Dlouhá Ves 103, 51601 RYCHNOV NAD KNĚŽNOU",50.1512136,16.2901352
"Týnská 1053, 11000 Praha",50.0887323,14.4236674
"Fáblovka 402, 53352 Staré Hradiště",50.0595908,15.7726509
"Havlíčkova 109, 28531 NOVE DVORY",49.9669427,15.3290338
"Bohdaneč 87, 28525 BOHDANEČ U ZBRASLAVIC",49.7780046,15.222729
58291 SVĚTLÁ NAD SÁZAVOU,49.6680082,15.403934
"Sportovní 452, 58281 HABRY",49.7635053,15.4858271
58242 KÁMEN,49.7128164,15.5198802
"Kámen 75, 58242 KÁMEN",49.7166625,15.5219023
28511 NEPOMĚŘICE,49.8807616,15.1488028
"čerpací stanice p.Švec, 58283 VILÉMOV",49.8117936,15.5335307
"OLSINKY, 58282 GOLCUV JENIKOV",49.7974435,15.4787612
"9.května 415, 53372 Moravany",49.9978431,15.9524306
"273, 53401 Ostřetín",50.0447221,16.0302943
"215, 38206 BRLOH",48.9293423,14.2213967
"111, 53901 Mrákotín",49.1895233,15.3761923
"Potěhy 187, 28563 Potěhy",49.8713451,15.4219068
"63, 58282 Skryje",49.8430247,15.4867766
"Kožlí 170, 58293 KOŽLÍ",49.666324,15.2535801
"Třebešice  91, 28604 ČÁSLAV",48.8345829,14.3288599
"79, 56124 Třebovice",49.860209,16.4986874
"Úvoz 326, 67921 Bořitov",49.4288,16.5808388
"Neškaredice 95, 28401 KUTNÁ HORA",49.9348875,15.3142312
"Partizánská 394, 907 01 Myjava",48.7474741,17.5661127
"Chlistovice 28, 28401 KUTNÁ HORA",49.8869433,15.2055069
"Bohdaneč 114, 28525 BOHDANEČ U ZBRASLAVIC",49.7770531,15.2257818
"Brněnská 775, 56943 Jevíčko",49.629897,16.7115061
28533 JAKUB 107,49.9494301,15.33953
"Jiraskova 306, 28129 Žižekice",50.1325747,15.3939362
"Střítežská 584, 57201 Polička",49.7208063,16.254655
- -,,
"Obchodní zóna Otvice 251, 43111 JIRKOV",50.4983493,13.4470003
"tř.Tomáše Bati 283, 76112 ZLÍN",49.2146488,17.6232575
"V Malé Doubravce 27, 31278 PLZEŇ",49.7507066,13.4129724
"Sportovní  Areal DPKV, 36001 KARLOVY VARY",50.2222991,12.8750285
"Jiráskovo předměstí 935, 37701 JINDŘICHŮV HRADEC",49.1302788,15.0140555
"Blanenská, 66434 KUŘIM",49.3130294,16.5408201
"Bystrá 761/10, 19300 PRAHA 9",50.1148341,14.6015909
"Chvalšintská 242, 38101 ČESKÝ KRUMLOV",48.8076783,14.3126811
"Dolní Libchavy 109, 561 16 Libchavy",49.9974201,16.3946163
"Hakenova 3640/21, 66902 Znojmo",48.8463796,16.0581631
37347 SEDLEC,49.072825,14.2865048
"Okrouhlice 286, 58231 OKROUHLICE",49.6300185,15.4883711
"Svatý Mikulaš  139, 28401 KUTNÁ HORA",49.9863425,15.3492975
"Kostelec u Holešova 277, 76843 Kostelec u Holešova",49.379199,17.5276237
"38, 53973 Skuteč",49.8412549,15.996262
"Průmyslová zona 521, 68738 Nedakonice",49.0306361,17.380526
"třída 3. května, 76302 Zlín",49.205455,17.5764048
"Tovární 1212, 53701 CHRUDIM 1",49.9485399,15.7875251
"Boršická 494, 68762 Dolní Němčí",48.9639116,17.5850215
28601 TŘEBEŠICE,49.9278469,15.3378041
"K vinici 1304, 28066 KOLÍN V",50.0354994,15.2181981
"Môťovská cesta 259/11, 960 03 Zvolen",48.5708069,19.1452037
"Pšov 58, 36452 Žlutice",50.0849115,13.157985
"Pardubicka 1631, 53501 PŘELOUČ",50.0380613,15.5585171
"Děčín XXVII-Březiny 193, 40502 Děčín 27",50.7754196,14.2342397
"Dukelská 2034/13, 73701 Cesky Tesin 1",49.7387814,18.6103797
"Křížová 456, 47124 Mimon",50.6505635,14.7342917
"Kutlíře 20, Křečhoř, 28002 KOLIN",50.0346125,15.1482533
"ODBORNEHO 24, 70900 OSTRAVA-HULVAKY",49.8276657,18.2476767
"Pekárenská 54, 370 04 České Budějovice",48.9815433,14.4934122
"Lesní 1111/3, 40801 RUMBURK",50.9514477,14.5410388
"Kališnická 2250, 35601 SOKOLOV",50.1719903,12.645172
"Poděbradova 578, 440101 Louny",50.3512082,13.7971092
"K Podchlumí 1390, 29301 Mlada Boleslav",50.4021563,14.9050125
"Pod Nádražím 1204, 28601 Čáslav",49.9141264,15.4009705
"Koutníkova 272, 503 01 HRADEC KRÁLOVÉ",50.2258807,15.7999529
"Žerotínova 63, 78701 ŠUMPERK",49.9532619,16.9805684
"Škrobárenská 484/8, 61700 BRNO",49.1843003,16.6244958
"Pražákova 51 (areál Toboga Bongo),, 619 00 BRNO",,
"Novosedlická 394, 41501 Teplice",50.6474938,13.8216407
"Podlesí 522 ( vjezd do areálu MORAVA OKNO ), 757 01 Valašské Meziřičí",,
"Březnice 537, 76001 Zlín",49.1868025,17.6618388
"Březnická 537, 76001 Zlín",49.2017583,17.6595598
"Znojemská 80 D, 58601 Jihlava",49.3841094,15.5910529
"Republikánská 2, 31200 Plzeň",49.7467299,13.4072875
"Žižkova 703/72, 400 01 Ústí nad Labem",50.6517909,14.0184882
"Místecká 126/256, 720 00 Ostrava",49.7809483,18.2702768
"Dr. M. Horákové 185/66, 46007 Liberec",50.5305582,15.3644903
"Zastávecká 1030, 66501 Rosice",49.1843798,16.3709656
"Blanenská 1338/97, 66434 KUŘIM",49.3155871,16.5445681
"Událnice 2, 093 01 HUSTOPEČE",,
"Zahradní 173/2, 32600 Plzen 26",49.7235105,13.4098335
